"","Date","Season","Round","Venue","Player","Team","Opposition","Status","Match_id","CP","UP","ED","DE","CM","GA","MI5","One.Percenters","BO","CCL","SCL","SI","MG","TO","ITC","T5","TOG","K","HB","D","M","G","B","T","HO","GA1","I50","CL","CG","R50","FF","FA","AF","SC"
"370",2019-03-24,2019,"Round 1","Optus Stadium","Rory Lobb","Fremantle","North Melbourne","Home",9729,9,2,7,63.6,3,1,2,6,0,1,1,6,254,2,2,0,88,9,2,11,4,2,1,4,6,1,1,2,2,1,1,0,79,82
"371",2019-03-24,2019,"Round 1","Optus Stadium","Alex Pearce","Fremantle","North Melbourne","Home",9729,8,4,7,70,0,0,0,3,0,0,0,1,232,4,12,0,96,8,2,10,2,0,0,5,0,0,0,0,2,8,1,1,52,88
"372",2019-03-24,2019,"Round 1","Optus Stadium","Sean Darcy","Fremantle","North Melbourne","Home",9729,9,4,7,70,0,0,1,6,0,5,1,5,192,2,1,0,88,6,4,10,1,0,2,4,27,0,3,6,1,0,0,1,71,66
"373",2019-03-24,2019,"Round 1","Optus Stadium","Joel Hamling","Fremantle","North Melbourne","Home",9729,5,2,8,100,1,0,0,9,0,0,0,2,193,0,5,0,93,4,4,8,3,0,0,2,0,0,3,0,2,4,1,2,32,62
"374",2019-03-24,2019,"Round 1","Optus Stadium","Hayden Ballantyne","Fremantle","North Melbourne","Home",9729,1,5,4,66.7,0,0,0,0,0,0,0,3,116,1,1,0,67,5,1,6,1,1,1,0,0,0,1,0,1,0,0,0,27,30
"375",2019-03-24,2019,"Round 1","Optus Stadium","Jamie MacMillan","North Melbourne","Fremantle","Away",9729,13,19,25,67.6,1,0,0,4,0,0,0,2,574,12,13,0,90,21,16,37,4,0,0,3,0,0,1,0,7,12,2,1,118,124
"376",2019-03-24,2019,"Round 1","Optus Stadium","Jared Polec","North Melbourne","Fremantle","Away",9729,7,19,21,77.8,0,0,0,5,1,0,1,4,411,5,9,0,87,18,9,27,7,0,0,1,0,0,4,1,3,1,0,1,94,100
"377",2019-03-24,2019,"Round 1","Optus Stadium","Shaun Higgins","North Melbourne","Fremantle","Away",9729,7,18,16,61.5,0,0,0,0,0,2,1,3,410,6,4,1,79,15,11,26,2,1,0,4,0,0,6,3,2,2,0,0,95,84
"378",2019-03-24,2019,"Round 1","Optus Stadium","Ben Cunnington","North Melbourne","Fremantle","Away",9729,17,9,19,73.1,1,0,0,0,0,3,4,7,195,2,4,1,84,9,17,26,3,0,0,2,0,0,1,7,6,3,2,5,65,91
"379",2019-03-24,2019,"Round 1","Optus Stadium","Dom Tyson","North Melbourne","Fremantle","Away",9729,8,14,19,86.4,0,0,0,0,0,1,1,2,182,2,2,1,70,6,16,22,3,0,0,5,0,0,0,2,7,3,2,3,72,68
"380",2019-03-24,2019,"Round 1","Optus Stadium","Trent Dumont","North Melbourne","Fremantle","Away",9729,15,9,12,54.5,0,0,0,5,0,1,0,1,105,6,4,0,89,8,14,22,3,0,0,5,0,0,2,1,7,0,3,1,81,84
"381",2019-03-24,2019,"Round 1","Optus Stadium","Shaun Atley","North Melbourne","Fremantle","Away",9729,5,16,18,85.7,0,1,0,2,0,1,1,4,385,2,3,0,84,14,7,21,3,0,0,2,0,1,4,2,2,4,2,0,75,79
"382",2019-03-24,2019,"Round 1","Optus Stadium","Bailey Scott","North Melbourne","Fremantle","Away",9729,4,17,19,90.5,0,0,1,1,0,0,1,2,313,1,2,0,81,11,10,21,8,2,0,2,0,0,3,1,0,2,0,0,97,103
"383",2019-03-24,2019,"Round 1","Optus Stadium","Marley Williams","North Melbourne","Fremantle","Away",9729,5,15,14,70,1,0,0,0,0,1,0,0,312,8,5,0,87,10,10,20,3,0,0,2,0,0,1,1,1,4,1,1,65,65
"384",2019-03-24,2019,"Round 1","Optus Stadium","Luke McDonald","North Melbourne","Fremantle","Away",9729,5,14,13,65,0,0,0,3,0,0,2,2,403,5,6,0,91,11,9,20,2,0,0,2,0,0,0,2,4,5,0,0,65,65
"385",2019-03-24,2019,"Round 1","Optus Stadium","Jasper Pittard","North Melbourne","Fremantle","Away",9729,3,15,16,84.2,0,0,0,10,0,0,0,0,205,3,6,0,84,8,11,19,7,0,0,2,0,0,0,0,2,1,1,1,73,82
"386",2019-03-24,2019,"Round 1","Optus Stadium","Aaron Hall","North Melbourne","Fremantle","Away",9729,5,14,11,57.9,0,0,0,2,1,1,0,3,367,4,3,0,76,12,7,19,4,0,0,5,0,0,4,1,3,2,1,0,83,59
"387",2019-03-24,2019,"Round 1","Optus Stadium","Robbie Tarrant","North Melbourne","Fremantle","Away",9729,5,11,14,87.5,0,0,0,9,0,0,0,2,211,2,5,0,90,9,7,16,2,0,0,3,0,0,1,0,4,4,0,2,53,76
"388",2019-03-24,2019,"Round 1","Optus Stadium","Luke D-Uniacke","North Melbourne","Fremantle","Away",9729,7,8,12,80,0,1,3,2,0,1,0,5,129,3,2,2,72,7,8,15,5,1,0,3,0,1,1,1,2,0,1,0,71,80
"389",2019-03-24,2019,"Round 1","Optus Stadium","Kayne Turner","North Melbourne","Fremantle","Away",9729,6,8,9,64.3,1,1,1,1,0,0,1,4,296,3,1,0,84,10,4,14,3,1,0,2,0,1,5,1,1,0,2,0,63,58
"390",2019-03-24,2019,"Round 1","Optus Stadium","Todd Goldstein","North Melbourne","Fremantle","Away",9729,5,7,10,83.3,1,0,0,3,0,1,0,2,155,3,2,1,96,5,7,12,4,1,0,4,34,0,1,1,3,0,1,1,95,102
"391",2019-03-24,2019,"Round 1","Optus Stadium","Jack Ziebell","North Melbourne","Fremantle","Away",9729,4,9,8,66.7,0,1,1,2,0,0,0,6,290,4,0,2,97,8,4,12,4,1,1,3,0,1,4,0,3,0,0,2,57,57
"392",2019-03-24,2019,"Round 1","Optus Stadium","Jy Simpkin","North Melbourne","Fremantle","Away",9729,8,4,9,75,1,2,0,2,0,1,1,2,309,4,1,1,77,8,4,12,3,0,0,4,0,2,3,2,3,0,1,1,55,65
"393",2019-03-24,2019,"Round 1","Optus Stadium","Ben Brown","North Melbourne","Fremantle","Away",9729,11,2,5,45.5,0,0,0,1,0,0,0,4,239,5,0,1,95,8,3,11,0,2,1,2,1,0,4,0,4,0,6,0,58,54
"394",2019-03-24,2019,"Round 1","Optus Stadium","Ben McKay","North Melbourne","Fremantle","Away",9729,4,8,8,88.9,0,0,0,8,0,0,0,0,96,2,3,0,88,3,6,9,4,0,0,4,0,0,1,0,3,0,1,1,47,49
"395",2019-03-24,2019,"Round 1","Optus Stadium","Mason Wood","North Melbourne","Fremantle","Away",9729,3,7,6,75,0,0,1,1,0,0,1,1,62,5,0,0,86,4,4,8,3,0,0,0,0,0,1,1,3,0,0,1,26,29
"396",2019-03-24,2019,"Round 1","Optus Stadium","Ed V-Willis","North Melbourne","Fremantle","Away",9729,0,1,1,100,0,0,0,1,0,0,0,0,-4,0,0,0,13,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,1
